85001	JOB_ASSASSIN	M	100	100	100	0	0	0
85001	JOB_ASSASSIN	F	100	100	100	0	0	0
85001	JOB_SHAMAN	M	100	100	100	0	0	0
85001	JOB_SHAMAN	F	100	100	100	0	0	0
85001	JOB_SURA	M	100	100	100	0	0	0
85001	JOB_SURA	F	100	100	100	0	0	0
85001	JOB_WARRIOR	M	100	100	100	0	0	0
85001	JOB_WARRIOR	F	100	100	100	0	0	0
85005	JOB_ASSASSIN	M	100	100	100	0	0	0
85005	JOB_ASSASSIN	F	100	100	100	0	0	0
85005	JOB_SHAMAN	M	100	100	100	0	0	0
85005	JOB_SHAMAN	F	100	100	100	0	0	0
85005	JOB_SURA	M	100	100	100	0	0	0
85005	JOB_SURA	F	100	100	100	0	0	0
85005	JOB_WARRIOR	M	100	100	100	0	0	0
85005	JOB_WARRIOR	F	100	100	100	0	0	0
85011	JOB_ASSASSIN	M	100	100	100	0	0	0
85011	JOB_ASSASSIN	F	100	100	100	0	0	0
85011	JOB_SHAMAN	M	100	100	100	0	0	0
85011	JOB_SHAMAN	F	100	100	100	0	0	0
85011	JOB_SURA	M	100	100	100	0	0	0
85011	JOB_SURA	F	100	100	100	0	0	0
85011	JOB_WARRIOR	M	100	100	100	0	0	0
85011	JOB_WARRIOR	F	100	100	100	0	0	0
85015	JOB_ASSASSIN	M	100	100	100	0	0	0
85015	JOB_ASSASSIN	F	100	100	100	0	0	0
85015	JOB_SHAMAN	M	100	100	100	0	0	0
85015	JOB_SHAMAN	F	100	100	100	0	0	0
85015	JOB_SURA	M	100	100	100	0	0	0
85015	JOB_SURA	F	100	100	100	0	0	0
85015	JOB_WARRIOR	M	100	100	100	0	0	0
85015	JOB_WARRIOR	F	100	100	100	0	0	0
85019	JOB_ASSASSIN	M	100	100	100	0	0	0
85019	JOB_ASSASSIN	F	100	100	100	0	0	0
85019	JOB_SHAMAN	M	100	100	100	0	0	0
85019	JOB_SHAMAN	F	100	100	100	0	0	0
85019	JOB_SURA	M	100	100	100	0	0	0
85019	JOB_SURA	F	100	100	100	0	0	0
85019	JOB_WARRIOR	M	100	100	100	0	0	0
85019	JOB_WARRIOR	F	100	100	100	0	0	0
85023	JOB_ASSASSIN	M	100	100	100	0	0	0
85023	JOB_ASSASSIN	F	100	100	100	0	0	0
85023	JOB_SHAMAN	M	100	100	100	0	0	0
85023	JOB_SHAMAN	F	100	100	100	0	0	0
85023	JOB_SURA	M	100	100	100	0	0	0
85023	JOB_SURA	F	100	100	100	0	0	0
85023	JOB_WARRIOR	M	100	100	100	0	0	0
85023	JOB_WARRIOR	F	100	100	100	0	0	0
85027	JOB_ASSASSIN	M	100	100	100	0	0	0
85027	JOB_ASSASSIN	F	100	100	100	0	0	0
85027	JOB_SHAMAN	M	100	100	100	0	0	0
85027	JOB_SHAMAN	F	100	100	100	0	0	0
85027	JOB_SURA	M	100	100	100	0	0	0
85027	JOB_SURA	F	100	100	100	0	0	0
85027	JOB_WARRIOR	M	100	100	100	0	0	0
85027	JOB_WARRIOR	F	100	100	100	0	0	0
85031	JOB_ASSASSIN	M	100	100	100	0	0	0
85031	JOB_ASSASSIN	F	100	100	100	0	0	0
85031	JOB_SHAMAN	M	100	100	100	0	0	0
85031	JOB_SHAMAN	F	100	100	100	0	0	0
85031	JOB_SURA	M	100	100	100	0	0	0
85031	JOB_SURA	F	100	100	100	0	0	0
85031	JOB_WARRIOR	M	100	100	100	0	0	0
85031	JOB_WARRIOR	F	100	100	100	0	0	0
85035	JOB_ASSASSIN	M	100	100	100	0	0	0
85035	JOB_ASSASSIN	F	100	100	100	0	0	0
85035	JOB_SHAMAN	M	100	100	100	0	0	0
85035	JOB_SHAMAN	F	100	100	100	0	0	0
85035	JOB_SURA	M	100	100	100	0	0	0
85035	JOB_SURA	F	100	100	100	0	0	0
85035	JOB_WARRIOR	M	100	100	100	0	0	0
85035	JOB_WARRIOR	F	100	100	100	0	0	0
85039	JOB_ASSASSIN	M	100	100	100	0	0	0
85039	JOB_ASSASSIN	F	100	100	100	0	0	0
85039	JOB_SHAMAN	M	100	100	100	0	0	0
85039	JOB_SHAMAN	F	100	100	100	0	0	0
85039	JOB_SURA	M	100	100	100	0	0	0
85039	JOB_SURA	F	100	100	100	0	0	0
85039	JOB_WARRIOR	M	100	100	100	0	0	0
85039	JOB_WARRIOR	F	100	100	100	0	0	0
85043	JOB_ASSASSIN	M	100	100	100	0	0	0
85043	JOB_ASSASSIN	F	100	100	100	0	0	0
85043	JOB_SHAMAN	M	100	100	100	0	0	0
85043	JOB_SHAMAN	F	100	100	100	0	0	0
85043	JOB_SURA	M	100	100	100	0	0	0
85043	JOB_SURA	F	100	100	100	0	0	0
85043	JOB_WARRIOR	M	100	100	100	0	0	0
85043	JOB_WARRIOR	F	100	100	100	0	0	0
85047	JOB_ASSASSIN	M	100	100	100	0	0	0
85047	JOB_ASSASSIN	F	100	100	100	0	0	0
85047	JOB_SHAMAN	M	100	100	100	0	0	0
85047	JOB_SHAMAN	F	100	100	100	0	0	0
85047	JOB_SURA	M	100	100	100	0	0	0
85047	JOB_SURA	F	100	100	100	0	0	0
85047	JOB_WARRIOR	M	100	100	100	0	0	0
85047	JOB_WARRIOR	F	100	100	100	0	0	0
85051	JOB_ASSASSIN	M	100	100	100	0	0	0
85051	JOB_ASSASSIN	F	100	100	100	0	0	0
85051	JOB_SHAMAN	M	100	100	100	0	0	0
85051	JOB_SHAMAN	F	100	100	100	0	0	0
85051	JOB_SURA	M	100	100	100	0	0	0
85051	JOB_SURA	F	100	100	100	0	0	0
85051	JOB_WARRIOR	M	100	100	100	0	0	0
85051	JOB_WARRIOR	F	100	100	100	0	0	0
85055	JOB_ASSASSIN	M	100	100	100	0	0	0
85055	JOB_ASSASSIN	F	100	100	100	0	0	0
85055	JOB_SHAMAN	M	100	100	100	0	0	0
85055	JOB_SHAMAN	F	100	100	100	0	0	0
85055	JOB_SURA	M	100	100	100	0	0	0
85055	JOB_SURA	F	100	100	100	0	0	0
85055	JOB_WARRIOR	M	100	100	100	0	0	0
85055	JOB_WARRIOR	F	100	100	100	0	0	0
85059	JOB_ASSASSIN	M	100	100	100	0	0	0
85059	JOB_ASSASSIN	F	100	100	100	0	0	0
85059	JOB_SHAMAN	M	100	100	100	0	0	0
85059	JOB_SHAMAN	F	100	100	100	0	0	0
85059	JOB_SURA	M	100	100	100	0	0	0
85059	JOB_SURA	F	100	100	100	0	0	0
