329	1	71	4	103	2
339	2	71	8	103	4
349	3	71	14	103	7
359	4	71	26	103	10
369	1	71	4	103	2
379	2	71	8	103	4
389	3	71	14	103	7
399	4	71	26	103	10
409	1	63	2	0	0
419	2	63	4	0	0
429	3	63	7	0	0
439	4	63	10	0	0
449	1	63	2	0	0
459	2	63	4	0	0
529	1	116	5	117	5
539	2	116	10	117	10
549	3	116	20	117	20
559	4	116	30	117	30
569	1	116	5	117	5
579	2	116	10	117	10
589	3	116	20	117	20
599	4	116	30	117	30
609	3	63	7	0	0
619	4	63	10	0	0
629	1	63	2	0	0
639	2	63	4	0	0
649	3	63	7	0	0
659	4	63	10	0	0
669	1	63	2	0	0
679	2	63	4	0	0
689	3	63	7	0	0
699	4	63	10	0	0
709	1	63	2	0	0
719	2	63	4	0	0
729	3	63	7	0	0
739	4	63	10	0	0
749	1	63	2	0	0
759	2	63	4	0	0
769	3	63	7	0	0
779	4	63	10	0	0
1199	1	71	4	103	2
1209	2	71	8	103	4
1219	3	71	14	103	7
1229	4	71	26	103	10
1519	1	116	5	117	5
1529	2	116	10	117	10
1539	3	116	20	117	20
1549	4	116	30	117	30
2219	1	71	4	103	2
2229	2	71	8	103	4
2239	3	71	14	103	7
2249	4	71	26	103	10
2519	1	116	5	117	5
2529	2	116	10	117	10
2539	3	116	20	117	20
2549	4	116	30	117	30
3239	1	71	4	103	2
3249	2	71	8	103	4
3259	3	71	14	103	7
3269	4	71	26	103	10
3519	1	116	5	117	5
3529	2	116	10	117	10
3539	3	116	20	117	20
3549	4	116	30	117	30
5179	1	71	4	103	2
5189	2	71	8	103	4
5199	3	71	14	103	7
5209	4	71	26	103	10
5519	1	71	1	0	0
5529	2	71	2	0	0
5539	3	71	3	0	0
5549	4	71	5	0	0
7319	1	71	4	103	2
7329	2	71	8	103	4
7339	3	71	14	103	7
7349	4	71	26	103	10
7519	1	71	1	0	0
7529	2	71	2	0	0
7539	3	71	3	0	0
7549	4	71	5	0	0
8230	1	27	20	0	0
8231	1	27	20	0	0
8232	1	27	20	0	0
8233	1	27	20	0	0
8234	1	27	20	0	0
8235	1	27	20	0	0
8236	1	27	20	0	0
8237	1	27	20	0	0
8238	1	27	20	0	0
8239	1	27	20	0	0
8240	1	27	20	0	0
8241	1	27	20	0	0
8242	1	27	20	0	0
8243	1	27	20	0	0
8250	1	116	11	0	0
8251	1	116	12	0	0
8252	1	116	13	0	0
8253	1	116	14	0	0
8254	1	116	15	0	0
8255	1	116	16	0	0
8256	2	116	17	0	0
8257	2	116	18	0	0
8258	2	116	19	117	3
8259	3	116	20	117	6
8260	3	116	21	117	9
8261	3	116	22	117	12
8262	4	116	23	117	14
8263	4	116	24	117	16
8500	4	71	26	103	10
8501	4	71	26	103	10
8502	4	71	26	103	10
8503	4	71	26	103	10
8504	4	71	26	103	10
8505	4	71	26	103	10
8506	4	71	26	103	10
8507	4	71	26	103	10
8508	4	71	26	103	10
8509	4	71	26	103	10
8510	4	71	26	103	10
8511	4	71	26	103	10
8512	4	71	26	103	10
8513	4	71	26	103	10
8514	4	71	26	103	10
8515	4	71	26	103	10
8516	4	71	26	103	10
8517	4	71	26	103	10
8518	4	71	26	103	10
8519	4	71	26	103	10
8520	4	71	26	103	10
8521	4	71	26	103	10
8522	4	71	26	103	10
8523	4	71	26	103	10
8524	4	71	26	103	10
8525	4	71	26	103	10
8526	4	71	26	103	10
8527	4	71	26	103	10
8528	4	71	26	103	10
8529	4	71	26	103	10
8530	4	71	26	103	10
8531	4	71	26	103	10
8532	4	71	26	103	10
8533	4	71	26	103	10
8534	4	71	26	103	10
8535	4	71	26	103	10
8536	4	71	26	103	10
8537	4	71	26	103	10
8538	4	71	26	103	10
8539	4	71	26	103	10
8540	4	71	26	103	10
8541	4	71	26	103	10
8542	4	71	26	103	10
8543	4	71	26	103	10
8544	4	71	26	103	10
8545	4	71	26	103	10
8546	4	71	26	103	10
8547	4	71	26	103	10
8548	4	71	26	103	10
8549	4	71	26	103	10
8550	4	71	26	103	10
8551	4	71	26	103	10
8552	4	71	26	103	10
8553	4	71	26	103	10
8554	4	71	26	103	10
8555	4	71	26	103	10
8556	4	71	26	103	10
8557	4	71	26	103	10
8558	4	71	26	103	10
8559	4	71	26	103	10
8560	4	71	26	103	10
8561	4	71	26	103	10
8562	4	71	26	103	10
8563	4	71	26	103	10
8564	4	71	26	103	10
8565	4	71	26	103	10
8566	4	71	26	103	10
8567	4	71	26	103	10
8568	4	71	26	103	10
8569	4	71	26	103	10
8640	4	71	10	64	20
8641	4	71	10	64	20
8642	4	71	10	64	20
8643	4	71	10	64	20
8644	4	71	10	64	20
8645	4	71	10	64	20
8646	4	71	10	64	20
8647	4	71	10	64	20
8648	4	71	10	64	20
8649	4	71	10	64	20
8650	4	71	10	64	20
8651	4	71	10	64	20
8652	4	71	10	64	20
8653	4	71	10	64	20
8654	4	71	10	64	20
8655	4	71	10	64	20
8656	4	71	10	64	20
8657	4	71	10	64	20
8658	4	71	10	64	20
8659	4	71	10	64	20
8660	4	71	10	64	20
8661	4	71	10	64	20
8662	4	71	10	64	20
8663	4	71	10	64	20
8664	4	71	10	64	20
8665	4	71	10	64	20
8666	4	71	10	64	20
8667	4	71	10	64	20
8668	4	71	10	64	20
8669	4	71	10	64	20
8670	4	71	10	64	20
8671	4	71	10	64	20
8672	4	71	10	64	20
8673	4	71	10	64	20
8674	4	71	10	64	20
